DESA,KECAMATAN,PRED_IKS_2045,PRED_IKE_2045,PRED_IKL_2045,PRED_IDM_2045,PRED_STATUS_2045
SIDOREJO,PAGELARAN,0.8667000000000085,0.9166999999999965,0.8666999999999966,0.8833666666666672,MANDIRI
SUMBERMANJING KULON,PAGAK,0.8285999999999965,0.8832999999999955,0.6666999999999972,0.792866666666663,MAJU
PANDANREJO,PAGAK,0.7447333333332853,0.6166999999999985,0.6666999999999972,0.676044444444427,BERKEMBANG
SUMBERKERTO,PAGAK,0.7199999999999971,0.6332999999999991,0.6666999999999972,0.6733333333333311,BERKEMBANG
SEMPOL,PAGAK,0.8190333333332837,0.5166999999999989,0.6666999999999972,0.66747777777776,BERKEMBANG
PAGAK,PAGAK,0.803833333333271,0.7777999999999289,0.6444666666668054,0.742033333333335,MAJU
TLOGOREJO,PAGAK,0.7809666666666754,0.6222333333331899,0.6666999999999972,0.6899666666666208,BERKEMBANG
GAMPINGAN,PAGAK,0.8361666666665074,0.8388999999998578,0.5332999999999981,0.7361222222221211,MAJU
SUMBEREJO,PAGAK,0.7504666666665427,0.5555333333331913,0.5332999999999981,0.6130999999999107,BERKEMBANG
PAGERSARI,NGANTANG,0.8304666666665416,0.6277999999999287,0.9111333333330472,0.7897999999998392,MAJU
SIDODADI,NGANTANG,0.8475999999999849,0.8166999999999972,0.9111000000001369,0.8584666666667063,MANDIRI
BANJAREJO,NGANTANG,0.8113999999999988,0.6999999999999977,0.9111333333330472,0.8075111111110146,MAJU
PURWOREJO,NGANTANG,0.8095333333332675,0.7832999999999991,0.9332999999999977,0.8420444444444214,MANDIRI
NGANTRU,NGANTANG,0.8952333333332348,0.6555666666666293,0.9555333333331878,0.8354444444443506,MANDIRI
BANTUREJO,NGANTANG,0.9256999999999596,0.9555333333331878,0.9555333333331878,0.9455888888887783,MANDIRI
PANDANSARI,NGANTANG,0.7999999999999992,0.6999999999999977,0.9332999999999977,0.8110999999999983,MANDIRI
MULYOREJO,NGANTANG,0.855233333333306,0.7388666666666308,0.9111333333330472,0.8350777777776613,MANDIRI
SUMBERAGUNG,NGANTANG,0.8666333333332693,0.7999999999999992,0.9332999999999977,0.8666444444444221,MANDIRI
KAUMREJO,NGANTANG,0.937133333333291,0.9277999999999254,0.9111000000001369,0.9253444444444511,MANDIRI
TULUNGREJO,NGANTANG,0.839999999999996,0.6666999999999972,0.9332999999999977,0.8133333333333304,MANDIRI
WATUREJO,NGANTANG,0.897133333333258,0.8166999999999972,0.5332999999999981,0.7490444444444178,MAJU
JOMBOK,NGANTANG,0.9256999999999966,0.7333333333334342,0.9999999999999949,0.8863444444444752,MANDIRI
NGAJUM,NGAJUNG,0.8970999999999965,0.9499999999999987,0.6666999999999972,0.8379333333333309,MANDIRI
PALAAN,NGAJUNG,0.8285999999999965,0.6332999999999991,0.6222333333331899,0.6947111111110619,BERKEMBANG
NGASEM,NGAJUNG,0.8552000000000083,0.6666333333334356,0.6444333333326303,0.7220888888886914,MAJU
BANJARSARI,NGAJUNG,0.8799999999999978,0.6332999999999991,0.6666999999999972,0.7266666666666648,MAJU
KRANGGAN,NGAJUNG,0.7790333333330683,0.5222333333332972,0.7111333333330496,0.670799999999805,BERKEMBANG
KESAMBEN,NGAJUNG,0.8704333333332454,0.7610999999999257,0.6666999999999972,0.7660777777777227,MAJU
BABADAN,NGAJUNG,0.866699999999972,0.7222333333332973,0.5999999999999983,0.7296444444444226,MAJU
BALESARI,NGAJUNG,0.9638000000000088,0.7555666666667322,0.6666999999999972,0.7953555555555795,MAJU
MAGUAN,NGAJUNG,0.8570999999999976,0.6832999999999984,0.6666999999999972,0.7356999999999978,MAJU
SIDOLUHUR,LAWANG,0.7314333333331872,0.5832999999996828,0.82223333333361,0.7123222222221601,MAJU
SRIGADING,LAWANG,0.7352666666664598,0.6277999999999287,0.7999999999999992,0.7210222222221292,MAJU
SIDODADI,LAWANG,0.8494999999997913,0.6888666666666287,0.733299999999997,0.757222222222139,MAJU
BEDALI,LAWANG,0.8837999999997213,0.8166666666665584,0.6888999999998578,0.7964555555553791,MAJU
MULYOARJO,LAWANG,0.9428999999999974,0.7166999999999979,0.4666999999999999,0.7087666666666651,BERKEMBANG
SUMBERNGEPOH,LAWANG,0.7866999999999734,0.7999666666665588,0.7110999999992945,0.7659222222219423,MAJU
SUMBERPORONG,LAWANG,0.9390333333333198,0.8332999999999954,0.8666999999999966,0.8796777777777707,MANDIRI
TURIREJO,LAWANG,0.9256999999999966,0.8944333333332595,0.9999999999999949,0.940044444444417,MANDIRI
KETINDAN,LAWANG,0.9618999999999482,0.7166999999999979,0.9999999999999949,0.8928666666666469,MANDIRI
WONOREJO,LAWANG,0.8419000000000221,0.7222000000000663,0.82223333333361,0.7954444444445662,MAJU
SLOROK,KROMENGAN,0.8495333333332329,0.9499999999999987,0.8666999999999966,0.8887444444444094,MANDIRI
JATIKERTO,KROMENGAN,0.8876333333332824,0.8499999999999993,0.7999999999999992,0.8458777777777602,MANDIRI
NGADIREJO,KROMENGAN,0.7637999999997904,0.7388999999997534,0.8444333333330472,0.7823777777775304,MAJU
KROMENGAN,KROMENGAN,0.836199999999949,0.9166666666665606,0.7999999999999992,0.8509555555555028,MANDIRI
PENIWEN,KROMENGAN,0.7466333333332721,0.711099999999928,0.7999999999999992,0.752577777777733,MAJU
JAMBUWER,KROMENGAN,0.7790333333330683,0.6832999999996822,0.7999999999999992,0.7541111111109166,MAJU
KARANGREJO,KROMENGAN,0.7866666666662083,0.6388999999998577,0.7777666666668026,0.7344444444442896,MAJU
KEMIRI,KEPANJEN,0.8133000000000216,0.5332999999999981,0.8666999999999966,0.7377666666666721,MAJU
SENGGURUH,KEPANJEN,0.8457333333331868,0.749999999999997,0.8666999999999966,0.8208111111110602,MANDIRI
MANGUNREJO,KEPANJEN,0.836199999999949,0.6499999999999989,0.6666999999999972,0.7176333333333149,MAJU
JENGGOLO,KEPANJEN,0.8799999999999978,0.7166999999999979,0.6666999999999972,0.7544666666666643,MAJU
KEDUNGPEDARINGAN,KEPANJEN,0.8933333333332814,0.8222333333335052,0.6666999999999972,0.7940888888889278,MAJU
TEGALSARI,KEPANJEN,0.8513999999999975,0.7166999999999979,0.8666999999999966,0.8115999999999973,MANDIRI
PANGGUNGREJO,KEPANJEN,0.9370999999999983,0.7777999999999289,0.6666999999999972,0.7938666666666414,MAJU
TALANGAGUNG,KEPANJEN,0.853299999999984,0.7277666666664878,0.7999999999999992,0.7936888888888237,MAJU
DILEM,KEPANJEN,0.839999999999996,0.7999999999999992,0.7999999999999992,0.8133333333333314,MANDIRI
SUKOHARJO,KEPANJEN,0.900966666666783,0.5499999999999983,0.8666999999999966,0.7725555555555926,MAJU
CURUNGREJO,KEPANJEN,0.9370999999999983,0.7999999999999992,0.6666999999999972,0.8012666666666649,MAJU
JATIREJOYOSO,KEPANJEN,0.8381333333332347,0.7833666666665593,0.6666999999999972,0.7627333333332637,MAJU
NGADILANGKUNG,KEPANJEN,0.8456999999999952,0.7832999999999991,0.7999999999999992,0.8096666666666644,MAJU
MOJOSARI,KEPANJEN,0.839999999999996,0.7166999999999979,0.8666999999999966,0.8077999999999969,MAJU
PONDOKAGUNG,KASEMBON,0.8513999999999975,0.6499999999999989,0.6666666666662422,0.722688888888746,MAJU
BAYEM,KASEMBON,0.8856999999999942,0.6999999999999977,0.6666999999999972,0.7507999999999964,MAJU
PAIT,KASEMBON,0.8590333333333168,0.5999999999999983,0.9332999999999977,0.7974444444444376,MAJU
WONOAGUNG,KASEMBON,0.8570999999999976,0.6999999999999977,0.8666999999999966,0.8079333333333306,MAJU
KASEMBON,KASEMBON,0.853299999999984,0.8166999999999972,0.9332999999999977,0.8677666666666597,MANDIRI
SUKOSARI,KASEMBON,0.8209333333333064,0.7166999999999979,0.8666999999999966,0.8014444444444336,MAJU
TEGALGONDO,KARANG PLOSO,0.8590333333333168,0.8332999999999954,0.5332999999999981,0.7418777777777702,MAJU
KEPUHARJO,KARANG PLOSO,0.8913999999999972,0.8832999999999955,0.6666999999999972,0.8137999999999966,MANDIRI
NGENEP,KARANG PLOSO,0.8913999999999972,0.6999999999999977,0.5999999999999983,0.7304666666666644,MAJU
NGIJO,KARANG PLOSO,0.868599999999998,0.7832999999999991,0.5332999999999981,0.7283999999999985,MAJU
AMPELDENTO,KARANG PLOSO,0.8704999999999485,0.5055333333331916,0.5999999999999983,0.6586777777777129,BERKEMBANG
GIRIMOYO,KARANG PLOSO,0.9313999999999959,0.9332999999999977,0.7999999999999992,0.8882333333333309,MANDIRI
BOCEK,KARANG PLOSO,0.8076333333332836,0.6499999999999989,0.733299999999997,0.7303111111110931,MAJU
DONOWARIH,KARANG PLOSO,0.9256999999999966,0.8832999999999955,0.8666999999999966,0.8918999999999963,MANDIRI
TAWANGARGO,KARANG PLOSO,0.8742999999999984,0.6832999999999984,0.6666666666662422,0.7414222222220795,MAJU
PUTUKREJO,KALIPARE,0.8170999999999952,0.6222000000000686,0.6666999999999972,0.7020000000000204,BERKEMBANG
KALIPARE,KALIPARE,0.8438333333332698,0.7832999999999991,0.5332999999999981,0.7201444444444224,MAJU
SUMBERPETUNG,KALIPARE,0.8056999999999994,0.6332999999999991,0.6666999999999972,0.7018999999999985,BERKEMBANG
SUKOWILANGUN,KALIPARE,0.8076333333332836,0.6999999999999977,0.6666999999999972,0.7247777777777594,MAJU
TUMPAKREJO,KALIPARE,0.7542999999999981,0.733299999999997,0.5999999999999983,0.6958666666666645,BERKEMBANG
ARJOSARI,KALIPARE,0.7504666666667232,0.6110999999998221,0.6666999999999972,0.6760888888888476,BERKEMBANG
KALIREJO,KALIPARE,0.8190333333332837,0.5999999999999983,0.6666999999999972,0.6952444444444265,BERKEMBANG
ARJOWILANGUN,KALIPARE,0.7752333333332709,0.7610999999999257,0.8666999999999966,0.8010111111110644,MAJU
KALIASRI,KALIPARE,0.7428999999999985,0.7166999999999979,0.5999999999999983,0.6865333333333316,BERKEMBANG
TAJI,JABUNG,0.7561999999999849,0.6055666666663131,0.82223333333361,0.7279999999999692,MAJU
NGADIREJO,JABUNG,0.7333666666665095,0.522233333333192,0.9332999999999977,0.7296333333332331,MAJU
KENONGO,JABUNG,0.7523666666665324,0.5610999999999285,0.8666999999999966,0.7267222222221524,MAJU
SIDOREJO,JABUNG,0.7999666666665184,0.6222000000000686,0.8666999999999966,0.762955555555528,MAJU
SUKOPURO,JABUNG,0.8438000000000084,0.6277666666663835,0.7999999999999992,0.7571888888887971,MAJU
PANDANSARI LOR,JABUNG,0.708599999999999,0.5888999999998568,0.8666999999999966,0.7213999999999507,MAJU
SIDOMULYO,JABUNG,0.7733333333332482,0.6332999999999991,0.7999999999999992,0.7355444444444155,MAJU
GADINGKEMBAR,JABUNG,0.8228999999999971,0.6166999999999985,0.7999999999999992,0.7465333333333316,MAJU
ARGOSARI,JABUNG,0.7867000000000083,0.5333666666665582,0.8666999999999966,0.7289222222221877,MAJU
KEMANTREN,JABUNG,0.8552666666667109,0.7611333333330486,0.6666999999999972,0.7610333333332523,MAJU
SUKOLILO,JABUNG,0.7942666666665189,0.5166999999999989,0.8666999999999966,0.7258888888888381,MAJU
GUNUNGJATI,JABUNG,0.7371666666665204,0.6944666666664888,0.8666999999999966,0.766111111111002,MAJU
JABUNG,JABUNG,0.8056999999997092,0.6222333333331899,0.7777666666668026,0.7352333333332339,MAJU
SLAMPAREJO,JABUNG,0.7657333333332218,0.550033333333121,0.8888999999998543,0.7348888888887323,MAJU
KEMIRI,JABUNG,0.7885999999999945,0.522233333333192,0.8666999999999966,0.7258444444443944,MAJU
PUTAT KIDUL,GONDANGLEGI,0.8438333333332698,0.5832999999999987,0.7999999999999992,0.7423777777777559,MAJU
GONDANGLEGI KULON,GONDANGLEGI,0.9085999999999981,0.7832999999999991,0.6666999999999972,0.7861999999999982,MAJU
SUKOSARI,GONDANGLEGI,0.8190333333332837,0.6444666666664911,0.8000333333337525,0.7545111111111757,MAJU
GONDANGLEGI WETAN,GONDANGLEGI,0.8628999999999959,0.7888999999998577,0.6666999999999972,0.7728333333332836,MAJU
SUKOREJO,GONDANGLEGI,0.8133333333332464,0.6889000000000672,0.733299999999997,0.7451777777777702,MAJU
BULUPITU,GONDANGLEGI,0.8799999999999978,0.6999999999999977,0.5999999999999983,0.7266666666666647,MAJU
PANGGUNGREJO,GONDANGLEGI,0.8113999999999988,0.5332999999999981,0.8666999999999966,0.7371333333333312,MAJU
GANJARAN,GONDANGLEGI,0.7770999999999963,0.6499999999999989,0.9999999999999949,0.8090333333333302,MAJU
PUTAT LOR,GONDANGLEGI,0.7256999999999993,0.9499999999999987,0.3332999999999991,0.6696666666666657,BERKEMBANG
UREK-UREK,GONDANGLEGI,0.8628999999999959,0.5888666666666292,0.6666999999999972,0.7061555555555407,BERKEMBANG
KETAWANG,GONDANGLEGI,0.841899999999948,0.6222000000000686,0.7333666666662425,0.732488888888753,MAJU
PUTUKREJO,GONDANGLEGI,0.8018999999999494,0.6666999999999972,0.6666999999999972,0.711766666666648,MAJU
SUMBERJAYA,GONDANGLEGI,0.7847333333332813,0.6499999999999989,0.7999999999999992,0.7449111111110932,MAJU
SEPANJANG,GONDANGLEGI,0.8228666666667377,0.677799999999926,0.5999999999999983,0.7002222222222206,BERKEMBANG
SIDODADI,GEDANGAN,0.8285999999999965,0.6166999999999985,0.8666999999999966,0.7706666666666638,MAJU
GAJAHREJO,GEDANGAN,0.7790333333333183,0.6332999999999991,0.9332999999999977,0.7818777777777717,MAJU
SINDUREJO,GEDANGAN,0.8342999999999957,0.6999999999999977,0.8666999999999966,0.80033333333333,MAJU
GEDANGAN,GEDANGAN,0.8742666666665537,0.8055333333331919,0.8666999999999966,0.8488333333332475,MANDIRI
SEGARAN,GEDANGAN,0.899033333333282,0.7166999999999979,0.7999999999999992,0.8052444444444262,MAJU
SUMBEREJO,GEDANGAN,0.9542999999999959,0.8166999999999972,0.6666999999999972,0.8125666666666636,MANDIRI
TUMPAKREJO,GEDANGAN,0.7942999999999969,0.733299999999997,0.8666999999999966,0.7980999999999968,MAJU
GIRIMULYO,GEDANGAN,0.8495333333331994,0.5944666666664892,0.8666999999999966,0.7702333333332284,MAJU
TULUNGREJO,DONOMULYO,0.8513999999999975,0.5499999999999983,0.9999999999999949,0.8004666666666637,MAJU
BANJAREJO,DONOMULYO,0.7428999999999985,0.6999999999999977,0.6666999999999972,0.7031999999999977,BERKEMBANG
KEDUNGSALAM,DONOMULYO,0.8456999999999619,0.6277666666663835,0.8666999999999966,0.7800555555554474,MAJU
TLOGOSARI,DONOMULYO,0.7713999999999969,0.6999999999999977,0.6666999999999972,0.7126999999999972,MAJU
TEMPURSARI,DONOMULYO,0.809533333333198,0.6166333333331206,0.6666999999999972,0.6976222222221052,BERKEMBANG
DONOMULYO,DONOMULYO,0.8456999999999952,0.8999999999999986,0.6666999999999972,0.8041333333333304,MAJU
PURWOREJO,DONOMULYO,0.7885999999999945,0.733299999999997,0.6666999999999972,0.7295333333333295,MAJU
SUMBEROTO,DONOMULYO,0.8285999999999965,0.7166999999999979,0.6666999999999972,0.7373333333333306,MAJU
MENTARAMAN,DONOMULYO,0.8247999999999838,0.6444666666664911,0.6666999999999972,0.7119888888888241,MAJU
PURWODADI,DONOMULYO,0.8152000000000081,0.5999999999999983,0.6666999999999972,0.6939666666666678,BERKEMBANG
KUCUR,DAU,0.8513999999999975,0.6832999999999984,0.9332999999999977,0.8226666666666645,MANDIRI
KALISONGO,DAU,0.8761999999999504,0.694466666666805,0.8888999999998543,0.8198555555555366,MANDIRI
KARANGWIDORO,DAU,0.868599999999998,0.7166999999999979,0.9111333333330472,0.8321444444443477,MANDIRI
PETUNGSEWU,DAU,0.8571333333332927,0.7444333333332614,0.8444333333330472,0.8153333333332003,MANDIRI
SELOREJO,DAU,0.8247999999999838,0.699966666666559,0.9332999999999977,0.8193555555555135,MANDIRI
TEGALWERU,DAU,0.8456999999999952,0.8999999999999986,0.9332999999999977,0.8929999999999971,MANDIRI
LANDUNGSARI,DAU,0.9085999999999981,0.749999999999997,0.9999999999999949,0.8861999999999967,MANDIRI
MULYOAGUNG,DAU,0.9199999999999965,0.9666999999999988,0.9332999999999977,0.9399999999999977,MANDIRI
GADINGKULON,DAU,0.8609666666665318,0.733299999999997,0.9111333333330472,0.8351333333331921,MANDIRI
SUMBERSEKAR,DAU,0.9428999999999974,0.9999999999999949,0.9555333333331878,0.9661444444443933,MANDIRI
SUKODONO,DAMPIT,0.8247666666664716,0.6166333333334352,0.8666999999999966,0.7693666666666344,MAJU
SUMBERSUKO,DAMPIT,0.7771666666664857,0.5721999999997522,0.6222333333331899,0.6571999999998094,BERKEMBANG
SRIMULYO,DAMPIT,0.7923666666665655,0.5166999999999989,0.7999999999999992,0.7030222222221879,BERKEMBANG
BATURETNO,DAMPIT,0.8647333333332827,0.6611333333333652,0.5999999999999983,0.7086222222222154,BERKEMBANG
BUMIREJO,DAMPIT,0.8133333333332843,0.7277999999999282,0.5999999999999983,0.7137111111110702,MAJU
AMADANOM,DAMPIT,0.8456999999997785,0.7722333333329806,0.5777666666663842,0.7318999999997144,MAJU
PAMOTAN,DAMPIT,0.9275999999999832,0.6999999999999977,0.6666999999999972,0.7647666666666595,MAJU
MAJANGTENGAH,DAMPIT,0.8018666666665081,0.6166999999999985,0.8666999999999966,0.7617555555555011,MAJU
REMBUN,DAMPIT,0.8571666666665178,0.9166999999999965,0.6666999999999972,0.8135222222221706,MANDIRI
POJOK,DAMPIT,0.9199999999999965,0.6166999999999985,0.8666999999999966,0.8011333333333305,MAJU
JAMBANGAN,DAMPIT,0.7847666666665452,0.6166666666665596,0.6666999999999972,0.6893777777777007,BERKEMBANG
SUDIMORO,BULULAWANG,0.7752333333332709,0.766699999999997,0.7999999999999992,0.7806444444444223,MAJU
KASRI,BULULAWANG,0.8190333333332837,0.6722333333331891,0.6666999999999972,0.7193222222221566,MAJU
BAKALAN,BULULAWANG,0.8362333333329935,0.6388999999998577,0.5999999999999983,0.6917111111109499,BERKEMBANG
KREBET,BULULAWANG,0.9542999999999959,0.8333666666665599,0.733299999999997,0.8403222222221842,MANDIRI
GADING,BULULAWANG,0.8475999999999849,0.7610999999998208,0.5999999999999983,0.736233333333268,MAJU
SUKONOLO,BULULAWANG,0.8457333333331868,0.5610999999998219,0.7333666666662425,0.7133999999997503,MAJU
LUMBANGSARI,BULULAWANG,0.9219333333332107,0.6666999999999972,0.5555333333331913,0.7147222222221331,MAJU
WANDANPURO,BULULAWANG,0.9199999999999965,0.8666999999999966,0.5999999999999983,0.7955666666666638,MAJU
SEMPALWADAK,BULULAWANG,0.908566666666519,0.8166666666665584,0.6222333333331899,0.7824888888887558,MAJU
BULULAWANG,BULULAWANG,0.9485999999999967,0.9332999999999977,0.6666999999999972,0.8495333333333305,MANDIRI
KREBET SENGGRONG,BULULAWANG,0.8990333333335709,0.8111000000001377,0.5555333333331913,0.7552222222223,MAJU
KUWOLU,BULULAWANG,0.7942999999999969,0.7555333333331903,0.5999999999999983,0.7166111111110619,MAJU
KASEMBON,BULULAWANG,0.8209666666667116,0.7722333333331901,0.8222333333331892,0.8051444444443637,MAJU
PRINGU,BULULAWANG,0.8228666666664483,0.6777666666666997,0.6666999999999972,0.7224444444443817,MAJU
WONOKERTO,BANTUR,0.9370999999999983,0.9499999999999987,0.3332999999999991,0.7401333333333321,MAJU
REJOSARI,BANTUR,0.8856999999999942,0.8222333333331892,0.6666999999999972,0.7915444444443936,MAJU
BANTUR,BANTUR,0.8628999999999959,0.7888999999998577,0.5999999999999983,0.7505999999999506,MAJU
WONOREJO,BANTUR,0.8342999999999957,0.6388999999998577,0.8666999999999966,0.7799666666666166,MAJU
SRIGONCO,BANTUR,0.798099999999937,0.5666333333331202,0.8666999999999966,0.7438111111110178,MAJU
SUMBERBENING,BANTUR,0.8856999999999942,0.6166999999999985,0.8666999999999966,0.7896999999999964,MAJU
BANDUNGREJO,BANTUR,0.7523999999999738,0.5999999999999983,0.8222333333331892,0.7248777777777203,MAJU
PRINGGONDANI,BANTUR,0.7866999999999734,0.5555333333331913,0.8666999999999966,0.7363111111110539,MAJU
REJOYOSO,BANTUR,0.8838333333332352,0.5999999999999983,0.7999999999999992,0.7612777777777442,MAJU
KARANGSARI,BANTUR,0.763833333333235,0.5999999999999983,0.8444666666668034,0.7361000000000123,MAJU
LEBAKHARJO,AMPELGADING,0.8190333333333167,0.8222000000000664,0.7555333333331903,0.7989222222221911,MAJU
WIROTAMAN,AMPELGADING,0.767599999999986,0.6055333333331919,0.6222333333331899,0.6651222222221226,BERKEMBANG
TAMANASRI,AMPELGADING,0.8247999999999838,0.749999999999997,0.8222333333331892,0.7990111111110566,MAJU
TIRTOMARTO,AMPELGADING,0.916199999999984,0.8388999999998578,0.9332999999999977,0.8961333333332798,MANDIRI
PURWOHARJO,AMPELGADING,0.7485999999999979,0.5722333333331913,0.8666999999999966,0.7291777777777285,MAJU
SIDORENGGO,AMPELGADING,0.8018999999999494,0.6499999999999989,0.8666999999999966,0.7728666666666483,MAJU
TIRTOMOYO,AMPELGADING,0.8285999999999965,0.5999999999999983,0.8666999999999966,0.7650999999999971,MAJU
ARGOYUWONO,AMPELGADING,0.7828999999999974,0.6166999999999985,0.6222333333331899,0.6739444444443953,BERKEMBANG
MULYOASRI,AMPELGADING,0.839999999999996,0.5499999999999983,0.7333666666662425,0.7077888888887456,BERKEMBANG
TAWANGAGUNG,AMPELGADING,0.7466999999999746,0.7222000000000663,0.7111333333330496,0.7266777777776969,MAJU
SIMOJAYAN,AMPELGADING,0.8323999999999726,0.6166999999999985,0.8666999999999966,0.7719333333333226,MAJU
TAMANSARI,AMPELGADING,0.7504999999999482,0.7166999999999979,0.9332999999999977,0.8001666666666479,MAJU
SONOWANGI,AMPELGADING,0.8056999999999994,0.7388999999998571,0.6666666666662422,0.7370888888886995,MAJU
